ra,nome,ano_referencia,fase,turma,idade,genero,ano_ingresso,instituicao_ensino,pedra,inde,ian,ida,ieg,iaa,ips,ipp,ipv,defasagem,matematica,portugues,ida_next,ian_next,defasagem_next,delta_ida_next,delta_ian_next,delta_defasagem_next,target_risco,score_risco
RA-1264,ALUNO-1264,2021,2.0,E,,,,Escola Pública,Ágata,6.254,10.0,3.1,4.2,8.0,8.1,7.3,7.3,0.0,,,4.333333333333334,5.0,,1.2333333333333338,-5.0,,0,0.08462206646023204
RA-1264,ALUNO-1264,2022,2.0,F,,,2019.0,Escola Pública,Ágata,6.957373794871796,5.0,4.333333333333334,8.974358974358974,9.000020000000001,7.5,6.458333333333334,7.5,-1.0,6.666666666666667,2.0,,10.0,0.0,,5.0,,1,0.7124876438059663
RA-1264,Aluno-1264,2023,FASE 8,8D,,Feminino,2021.0,Privada *Parcerias com Bolsa 100%,,7.36,10.0,6.5,8.6,8.8,7.5,,,0.0,,,,10.0,0.0,,0.0,0.0,0,0.27673649621180735
RA-1265,ALUNO-1265,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,,10.0,0.0,,,,0,0.0016169292812783377
RA-1265,Aluno-1265,2023,FASE 8,8D,,Masculino,2022.0,Privada *Parcerias com Bolsa 100%,,7.36,10.0,6.5,8.6,8.8,7.5,,,0.0,,,,10.0,0.0,,0.0,0.0,0,0.09599887868856997
RA-1266,ALUNO-1266,2022,,,,,,Escola Pública,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,,10.0,0.0,,,,0,0.0016169292812783377
RA-1266,Aluno-1266,2023,FASE 8,8D,,Feminino,2021.0,Privada *Parcerias com Bolsa 100%,,7.36,10.0,6.5,8.6,8.8,7.5,,,0.0,,,,10.0,1.0,,0.0,1.0,1,0.27673649621180735
RA-1267,ALUNO-1267,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.133333333333333,10.0,,,,,0,0.0008088267227571396
RA-1267,ALUNO-1267,2022,0.0,M,,,2022.0,,Ametista,7.587060296442688,10.0,6.133333333333333,7.822793148880106,10.00002,7.5,5.625,7.416665,-1.0,4.433333333333334,7.833333333333333,,10.0,0.0,,0.0,,0,0.17646269901885842
RA-1267,Aluno-1267,2023,FASE 8,8D,22.0,Feminino,2021.0,Privada *Parcerias com Bolsa 100%,,7.36,10.0,6.5,8.6,8.8,7.5,,,0.0,,,,10.0,1.0,,0.0,1.0,1,0.747067756297302
RA-1268,ALUNO-1268,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.0,5.0,-1.0,,,,0,0.0007538855265298587
RA-1268,ALUNO-1268,2021,1.0,A,,,,Escola Pública,Ametista,6.978,5.0,5.0,7.5,8.0,7.5,7.5,8.4,-1.0,,,6.75,5.0,,1.75,0.0,,0,0.3147972310299217
RA-1268,ALUNO-1268,2022,1.0,M,,,2021.0,Escola Pública,Ágata,6.017619047619047,5.0,6.75,7.546428571428572,0.0,7.5,5.416666666666667,6.833333333333332,-1.0,5.0,8.5,,10.0,0.0,,5.0,,1,0.9156899285176202
RA-1268,Aluno-1268,2023,FASE 8,8D,19.0,Masculino,2021.0,Privada *Parcerias com Bolsa 100%,,7.36,10.0,6.5,8.6,8.8,7.5,,,0.0,,,,10.0,1.0,,0.0,1.0,1,0.35580733292794664
RA-1269,ALUNO-1269,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,9.0,5.0,,,,,0,0.0008088267227571396
RA-1269,ALUNO-1269,2022,2.0,L,,,2022.0,,Topázio,8.116668666666667,5.0,9.0,10.0,9.000020000000001,7.5,6.666666666666666,7.5,-1.0,9.0,9.0,,10.0,0.0,,5.0,,1,0.9885542770130307
RA-1269,Aluno-1269,2023,FASE 8,8E,18.0,Feminino,2021.0,Privada - Pagamento por *Empresa Parceira,,7.36,10.0,6.5,8.6,8.8,7.5,,,0.0,,,,10.0,0.0,,0.0,0.0,0,0.14899782251083674
RA-127,ALUNO-127,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.6,5.0,-1.0,,,,0,0.0007538855265298587
RA-127,ALUNO-127,2021,1.0,A,,,,Escola Pública,Ametista,6.907,5.0,5.6,7.1,10.0,7.5,7.5,6.9,-1.0,,,7.9,10.0,0.0,2.3000000000000007,5.0,1.0,1,0.8380817562872479
RA-127,Aluno-127,2022,4,B,14.0,Menina,2022.0,Escola Pública,Topázio,8.283,10.0,7.9,8.7,7.5,7.5,,8.125,0.0,7.7,7.7,6.4,10.0,0.0,-1.5,0.0,0.0,1,0.7780948448851094
RA-127,Aluno-127,2023,FASE 5,5B,15.0,Feminino,2022.0,Pública,Ametista,7.91935,10.0,6.4,7.8,8.8,6.26,8.4375,8.6725,0.0,4.7,6.3,7.833333333333333,10.0,0.0,1.433333333333333,0.0,0.0,0,0.25385452177555545
RA-1270,ALUNO-1270,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,,10.0,0.0,,,,0,0.0016169292812783377
RA-1270,Aluno-1270,2023,FASE 8,8E,19.0,Feminino,2021.0,Privada *Parcerias com Bolsa 100%,,7.36,10.0,6.5,8.6,8.8,7.5,,,0.0,,,,10.0,0.0,,0.0,0.0,0,0.35580733292794664
RA-1271,ALUNO-1271,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.166666666666667,10.0,,,,,0,0.0008088267227571396
RA-1271,ALUNO-1271,2022,3.0,F,,,2022.0,,Ametista,7.429167666666666,10.0,5.166666666666667,7.604166666666666,9.16668,7.5,7.5,7.291665,-1.0,5.5,4.0,,10.0,0.0,,0.0,,0,0.05314624730118349
RA-1271,Aluno-1271,2023,FASE 8,8E,18.0,Feminino,2021.0,Privada *Parcerias com Bolsa 100%,,7.36,10.0,6.5,8.6,8.8,7.5,,,0.0,,,,10.0,0.0,,0.0,0.0,0,0.14899782251083674
RA-1272,ALUNO-1272,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,8.283333333333335,10.0,,,,,0,0.0008088267227571396
RA-1272,ALUNO-1272,2022,0.0,Y,,,2022.0,,Ametista,7.515200746031747,10.0,8.283333333333335,7.896825396825396,9.000020000000001,7.5,3.125,6.583335,-1.0,8.700000000000001,7.866666666666667,,10.0,0.0,,0.0,,0,0.27989862970754903
RA-1272,Aluno-1272,2023,FASE 8,8E,,Feminino,2021.0,Privada *Parcerias com Bolsa 100%,,7.36,10.0,6.5,8.6,8.8,7.5,,,0.0,,,,10.0,0.0,,0.0,0.0,0,0.27673649621180735
RA-1273,ALUNO-1273,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,8.083333333333332,10.0,,,,,0,0.0008088267227571396
RA-1273,ALUNO-1273,2022,0.0,D,,,2022.0,,Topázio,8.377784485783424,10.0,8.083333333333332,9.013914095583786,10.00002,8.125,5.625,7.916665,-1.0,8.0,8.166666666666666,,10.0,1.0,,0.0,,0,0.4324322077418528
RA-1273,Aluno-1273,2023,FASE 8,8E,17.0,Feminino,2023.0,Privada - Pagamento por *Empresa Parceira,,7.36,10.0,6.5,8.6,8.8,7.5,,,1.0,,,,10.0,0.0,,0.0,-1.0,0,0.054502463593736665
RA-1274,ALUNO-1274,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,,10.0,0.0,,,,0,0.0016169292812783377
RA-1274,Aluno-1274,2023,FASE 8,8E,,Feminino,2021.0,Privada - Pagamento por *Empresa Parceira,,7.36,10.0,6.5,8.6,8.8,7.5,,,0.0,,,,10.0,0.0,,0.0,0.0,0,0.27673649621180735
RA-1275,ALUNO-1275,2021,1.0,G,,,,Escola Pública,Topázio,8.468,5.0,7.8,9.6,9.5,7.5,8.3,9.8,-1.0,,,5.416666666666667,10.0,,-2.383333333333333,5.0,,1,0.6843855623329749
RA-1275,ALUNO-1275,2022,2.0,F,,,2019.0,Escola Pública,Ametista,7.830771230769231,10.0,5.416666666666667,9.487179487179487,9.000020000000001,7.5,6.666666666666666,7.666666666666667,-1.0,7.5,3.333333333333333,8.0,10.0,0.0,2.583333333333333,0.0,,0,0.05056515426309626
RA-1276,ALUNO-1276,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,1.75,5.0,,,,,0,0.0008088267227571396
RA-1276,ALUNO-1276,2022,2.0,B,,,2022.0,,Quartzo,5.863890222222222,5.0,1.75,8.694444444444445,9.000020000000001,7.5,4.583333333333334,5.83333,-1.0,3.0,0.5,8.0,10.0,0.0,6.25,5.0,,1,0.7131343583324697
RA-1277,ALUNO-1277,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,8.0,10.0,0.0,,,,0,0.0016169292812783377
RA-1278,ALUNO-1278,2021,0.0,P,,,,Escola Pública,Ágata,5.671,5.0,4.6,4.2,8.0,7.5,6.3,6.2,-2.0,,,6.0,5.0,,1.4000000000000004,0.0,,0,0.5084004119595914
RA-1278,ALUNO-1278,2022,1.0,L,,,2019.0,Escola Pública,Ágata,6.794144067632851,5.0,6.0,7.602657004830919,8.500020000000001,7.5,5.625,7.055553333333332,-1.0,5.5,6.5,7.5,5.0,-1.0,1.5,0.0,,0,0.4130560736151387
RA-1279,ALUNO-1279,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,3.8,10.0,0.0,,,,0,0.0007538855265298587
RA-1279,ALUNO-1279,2021,5.0,L,,,,Escola Pública,Quartzo,4.729,10.0,3.8,1.9,8.3,0.0,7.3,5.1,0.0,,,5.944444444444446,5.0,,2.1444444444444466,-5.0,,0,0.037429096094027184
RA-1279,ALUNO-1279,2022,5.0,K,,,2021.0,Escola Pública,Ametista,7.32345544949495,5.0,5.944444444444446,7.803030303030303,9.58335,7.5,7.65625,8.0000025,-1.0,5.666666666666667,7.5,8.25,5.0,-1.0,2.3055555555555536,0.0,,0,0.3555146965867417
RA-128,ALUNO-128,2021,0.0,I,,,,Escola Pública,Quartzo,5.229,5.0,4.0,6.7,7.9,4.4,2.5,5.6,-2.0,,,5.6,5.0,-1.0,1.5999999999999996,0.0,1.0,1,0.8259473164588547
RA-128,Aluno-128,2022,4,B,15.0,Menino,2019.0,Escola Pública,Quartzo,5.563,5.0,5.6,6.2,0.0,7.5,,6.167,-1.0,6.7,6.8,5.7,5.0,-1.0,0.1000000000000005,0.0,0.0,0,0.35426339445199123
RA-1280,ALUNO-1280,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.25,10.0,,,,,0,0.0008088267227571396
RA-1280,ALUNO-1280,2022,0.0,S,,,2022.0,,Ametista,7.740741074074075,10.0,7.25,7.870370370370371,10.00002,7.5,5.0,7.333325,-1.0,6.5,8.0,8.5,5.0,-1.0,1.25,-5.0,,0,0.286230275363661
RA-1281,ALUNO-1281,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,9.25,5.0,-1.0,,,,0,0.0016169292812783377
RA-1282,ALUNO-1282,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,9.25,5.0,-1.0,,,,0,0.0016169292812783377
RA-1283,ALUNO-1283,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.166666666666667,10.0,,,,,0,0.0008088267227571396
RA-1283,ALUNO-1283,2022,0.0,J,,,2022.0,,Ametista,7.655751153996102,10.0,7.166666666666667,9.07041910331384,8.000020000000001,5.625,5.625,7.41666,-1.0,6.666666666666667,7.666666666666667,9.0,5.0,-2.0,1.833333333333333,-5.0,,0,0.3041909463856699
RA-1284,ALUNO-1284,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,10.0,10.0,0.0,,,,0,0.0016169292812783377
RA-1285,ALUNO-1285,2021,1.0,J,,,,Escola Pública,Topázio,8.407,10.0,5.9,10.0,9.0,7.5,7.7,9.1,0.0,,,7.5,5.0,,1.5999999999999996,-5.0,,0,0.08864409367776145
RA-1285,ALUNO-1285,2022,1.0,M,,,2020.0,Escola Pública,Ametista,7.447863774250441,5.0,7.5,7.704585537918872,9.50002,7.5,5.625,8.222223333333334,-1.0,8.166666666666666,6.833333333333333,8.0,10.0,0.0,0.5,5.0,,1,0.9410654823729723
RA-1286,ALUNO-1286,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.5,10.0,0.0,,,,0,0.0007538855265298587
RA-1286,ALUNO-1286,2021,0.0,K,,,,Escola Pública,Ametista,8.015,10.0,6.5,8.3,10.0,7.5,7.8,7.6,0.0,,,6.0,10.0,,-0.5,0.0,,0,0.3563332345577699
RA-1286,ALUNO-1286,2022,0.0,N,,,2021.0,Escola Pública,Ágata,6.996007909719833,10.0,6.0,5.750869548599167,9.50002,7.5,5.625,6.91666,-1.0,7.333333333333333,4.666666666666667,7.0,10.0,0.0,1.0,0.0,,0,0.09498388148450695
RA-1287,ALUNO-1287,2021,0.0,J,,,,Escola Pública,Ametista,7.546,5.0,5.3,10.0,8.0,7.5,7.5,8.4,-2.0,,,5.166666666666667,5.0,,-0.1333333333333328,0.0,,0,0.52496121577546
RA-1287,ALUNO-1287,2022,1.0,D,,,2020.0,Escola Pública,Ágata,6.510225610194904,5.0,5.166666666666667,8.87056471764118,8.500020000000001,5.0,5.416666666666667,6.555553333333333,-1.0,7.0,3.333333333333333,7.75,5.0,-1.0,2.583333333333333,0.0,,0,0.19792931749676915
RA-1288,ALUNO-1288,2022,,,,,,Rede Decisão,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,10.0,10.0,0.0,,,,0,0.0016169292812783377
RA-1289,ALUNO-1289,2021,2.0,L,,,,Escola Pública,Ágata,6.86,5.0,4.8,7.9,8.5,7.5,7.9,7.1,-1.0,,,5.644444444444443,5.0,,0.8444444444444432,0.0,,0,0.2989020580921819
RA-1289,ALUNO-1289,2022,3.0,K,,,2020.0,Escola Pública,Ametista,7.130972888888889,5.0,5.644444444444443,8.75,9.58335,7.5,7.1875,6.624995,-1.0,5.833333333333333,4.5,7.75,5.0,-1.0,2.105555555555557,0.0,,0,0.1671269932140254
RA-129,ALUNO-129,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.6,10.0,0.0,,,,0,0.0007538855265298587
RA-129,ALUNO-129,2021,2.0,H,,,,Escola Pública,Ágata,5.819,10.0,4.6,4.2,7.4,7.5,7.2,4.3,0.0,,,6.7,5.0,-1.0,2.1000000000000005,-5.0,-1.0,0,0.038639782138278476
RA-1290,ALUNO-1290,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,8.75,5.0,-1.0,,,,0,0.0016169292812783377
RA-1291,ALUNO-1291,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,8.25,5.0,-1.0,,,,0,0.0016169292812783377
RA-1292,ALUNO-1292,2021,3.0,A,,,,Rede Decisão,Topázio,8.614,10.0,6.7,9.7,9.6,7.5,8.8,8.7,0.0,,,7.155555555555556,10.0,,0.4555555555555557,0.0,,0,0.3132698754193915
RA-1292,ALUNO-1292,2022,3.0,A,,,2019.0,Rede Decisão,Topázio,8.740216279956428,10.0,7.155555555555556,9.37363834422658,10.00002,8.75,8.59375,8.5000025,-1.0,7.166666666666667,8.0,8.25,5.0,-1.0,1.094444444444444,-5.0,,0,0.325872975467029
RA-1293,ALUNO-1293,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,8.5,5.0,-1.0,,,,0,0.0016169292812783377
RA-1294,ALUNO-1294,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.75,5.0,-2.0,,,,0,0.0016169292812783377
RA-1295,ALUNO-1295,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.0,5.0,,,,,0,0.0008088267227571396
RA-1295,ALUNO-1295,2022,1.0,N,,,2022.0,,Ágata,6.927631024851692,5.0,7.0,6.790925124258459,8.500020000000001,7.5,6.25,7.222219999999999,-1.0,6.666666666666667,7.333333333333333,7.5,10.0,0.0,0.5,5.0,,1,0.826121049905758
RA-1296,ALUNO-1296,2022,,,,,,Escola Pública,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.5,5.0,-1.0,,,,0,0.0016169292812783377
RA-1297,ALUNO-1297,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,9.25,5.0,-1.0,,,,0,0.0016169292812783377
RA-1298,ALUNO-1298,2021,0.0,O,,,,Escola Pública,Ametista,7.521,5.0,6.4,8.3,10.0,7.5,7.5,7.8,-1.0,,,4.583333333333334,5.0,,-1.8166666666666664,0.0,,1,0.7692261531267063
RA-1298,ALUNO-1298,2022,1.0,J,,,2019.0,Escola Pública,Ágata,6.714253207729469,5.0,4.583333333333334,8.48792270531401,8.000020000000001,7.5,5.833333333333334,7.333333333333333,-1.0,4.666666666666667,4.5,6.75,10.0,0.0,2.166666666666666,5.0,,1,0.8405978831839928
RA-1299,ALUNO-1299,2022,,,,,,Rede Decisão,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.5,5.0,-2.0,,,,0,0.0016169292812783377
RA-13,ALUNO-13,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,0.8,5.0,-1.0,,,,0,0.0007538855265298587
RA-13,ALUNO-13,2021,0.0,T,,,,Escola Pública,Quartzo,3.413,5.0,0.8,0.0,8.0,7.5,0.0,6.0,-1.0,,,4.7,5.0,-1.0,3.9,0.0,0.0,0,0.2333846154965333
RA-13,Aluno-13,2022,7,A,18.0,Menino,2016.0,Escola Pública,Ágata,6.902,5.0,4.7,7.4,7.9,7.5,,8.056,-1.0,3.5,5.5,,10.0,0.0,,5.0,1.0,1,0.81206707071548
RA-13,Aluno-13,2023,FASE 8,8E,18.0,Masculino,2016.0,Privada *Parcerias com Bolsa 100%,,7.36,10.0,6.5,8.6,8.8,7.5,,,0.0,,,,10.0,0.0,,0.0,0.0,0,0.07177592852171424
RA-130,ALUNO-130,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.1,5.0,-2.0,,,,0,0.0008088267227571396
RA-1300,ALUNO-1300,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.3,5.0,-1.0,,,,0,0.0007538855265298587
RA-1300,ALUNO-1300,2021,1.0,J,,,,Escola Pública,Ametista,7.297,5.0,5.3,8.8,9.0,7.5,7.9,7.8,-1.0,,,8.833333333333332,5.0,,3.5333333333333323,0.0,,0,0.25647153958853425
RA-1300,ALUNO-1300,2022,1.0,P,,,2021.0,Escola Pública,Ametista,7.829565936507937,5.0,8.833333333333332,8.015873015873016,9.50002,7.5,6.041666666666667,8.27778,-1.0,8.0,9.666666666666666,9.0,5.0,-1.0,0.1666666666666678,0.0,,0,0.6522715625980159
RA-1301,ALUNO-1301,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.0,10.0,0.0,,,,0,0.0007538855265298587
RA-1301,ALUNO-1301,2022,,,,,,Escola Pública,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.0,5.0,-1.0,,,,0,0.0016169292812783377
RA-1302,ALUNO-1302,2022,,,,,,Escola Pública,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.0,10.0,0.0,,,,0,0.0016169292812783377
RA-1303,ALUNO-1303,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,10.0,10.0,0.0,,,,0,0.0016169292812783377
RA-1304,ALUNO-1304,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.833333333333333,2.5,,,,,0,0.0008088267227571396
RA-1304,ALUNO-1304,2022,5.0,A,,,2022.0,,Ametista,7.137762271708684,2.5,7.833333333333333,8.438813025210084,7.5,7.5,6.25,7.541665,-1.0,7.333333333333333,6.5,6.0,5.0,-2.0,-1.833333333333333,2.5,,1,0.8539974676721523
RA-1305,ALUNO-1305,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,2.316666666666667,5.0,,,,,0,0.0008088267227571396
RA-1305,ALUNO-1305,2022,0.0,F,,,2022.0,,Quartzo,5.313189368606702,5.0,2.316666666666667,3.509700176366843,9.50002,7.5,5.3125,7.083320000000001,-1.0,2.3,2.333333333333333,4.75,5.0,-1.0,2.433333333333333,0.0,,0,0.3266143099694269
RA-1306,ALUNO-1306,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.25,5.0,,,,,0,0.0008088267227571396
RA-1306,ALUNO-1306,2022,4.0,A,,,2022.0,,Quartzo,5.894096555555556,5.0,5.25,6.277777777777778,7.91667,7.5,5.46875,4.999995,-1.0,4.5,6.0,9.75,5.0,-1.0,4.5,0.0,,0,0.24304618334230663
RA-1307,ALUNO-1307,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.8,10.0,0.0,,,,0,0.0007538855265298587
RA-1307,ALUNO-1307,2021,2.0,B,,,,Escola Pública,Ametista,6.917,10.0,4.8,6.7,7.0,7.5,7.5,7.2,0.0,,,3.666666666666667,5.0,,-1.1333333333333329,-5.0,,1,0.4851807255373817
RA-1307,ALUNO-1307,2022,2.0,B,,,2021.0,Escola Pública,Quartzo,5.657886393162394,5.0,3.666666666666667,7.6991452991453,9.50002,7.5,3.958333333333333,3.944443333333333,-1.0,5.166666666666667,2.166666666666667,5.5,10.0,0.0,1.833333333333333,5.0,,1,0.6637367395377293
RA-1308,ALUNO-1308,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,2.3,5.0,-1.0,,,,0,0.0007538855265298587
RA-1308,ALUNO-1308,2022,,,,,,Escola Pública,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.0,5.0,-1.0,,,,0,0.0016169292812783377
RA-1309,ALUNO-1309,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.5,10.0,0.0,,,,0,0.0016169292812783377
RA-131,ALUNO-131,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.6,5.0,-1.0,,,,0,0.0008088267227571396
RA-131,Aluno-131,2022,4,F,15.0,Menina,2016.0,Escola Pública,Ametista,7.174,5.0,5.6,9.0,8.8,5.6,,7.75,-1.0,6.0,6.5,2.2,5.0,-1.0,-3.3999999999999995,0.0,0.0,1,0.8151310914030522
RA-131,Aluno-131,2023,FASE 5,5F,16.0,Feminino,2016.0,Pública,Quartzo,5.952358333,5.0,2.2,7.8,8.3,5.0,7.65625,6.8,-1.0,0.0,3.0,5.0,5.0,-2.0,2.8,0.0,-1.0,0,0.21333698765065043
RA-1310,ALUNO-1310,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,3.5,10.0,0.0,,,,0,0.0007538855265298587
RA-1310,ALUNO-1310,2022,,,,,,Escola Pública,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,10.0,10.0,0.0,,,,0,0.0016169292812783377
RA-1311,ALUNO-1311,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.25,5.0,,,,,0,0.0008088267227571396
RA-1311,ALUNO-1311,2022,3.0,E,,,2022.0,,Ágata,6.789961454545455,5.0,6.25,7.272727272727273,8.33334,7.5,7.1875,6.41666,-1.0,5.5,7.0,0.0,10.0,0.0,-6.25,5.0,,1,0.8273892476217535
RA-1312,ALUNO-1312,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,2.277777777777778,10.0,,,,,0,0.0008088267227571396
RA-1312,ALUNO-1312,2022,3.0,L,,,2022.0,,Quartzo,4.874693961149962,10.0,2.277777777777778,2.902972027972028,8.75001,7.5,5.46875,3.33334,-1.0,3.833333333333333,2.0,6.5,5.0,-1.0,4.222222222222221,-5.0,,0,0.12441633109068237
RA-1313,ALUNO-1313,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.25,10.0,0.0,,,,0,0.0016169292812783377
RA-1314,ALUNO-1314,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.25,5.0,,,,,0,0.0008088267227571396
RA-1314,ALUNO-1314,2022,3.0,C,,,2022.0,,Quartzo,4.870390914141415,5.0,4.25,6.07070707070707,0.0,7.5,5.3125,5.1249975,-1.0,3.5,5.0,9.0,10.0,0.0,4.75,5.0,,1,0.6612176382499952
RA-1315,ALUNO-1315,2022,,,,,,Rede Decisão,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,9.0,10.0,0.0,,,,0,0.0016169292812783377
RA-1316,ALUNO-1316,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.75,5.0,-1.0,,,,0,0.0016169292812783377
RA-1317,ALUNO-1317,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,3.444444444444444,10.0,,,,,0,0.0008088267227571396
RA-1317,ALUNO-1317,2022,3.0,N,,,2022.0,,Ágata,6.860163919191919,10.0,3.444444444444444,7.318181818181818,9.16668,7.5,7.1875,6.611103333333332,-1.0,2.5,7.333333333333333,10.0,5.0,-1.0,6.555555555555555,-5.0,,0,0.13225325025601808
RA-1318,ALUNO-1318,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.0,5.0,-1.0,,,,0,0.0016169292812783377
RA-1319,ALUNO-1319,2021,2.0,R,,,,Escola Pública,Ametista,7.572,10.0,6.3,8.3,6.4,5.0,8.1,8.4,0.0,,,7.25,5.0,,0.9500000000000002,-5.0,,0,0.22531451523528825
RA-1319,ALUNO-1319,2022,2.0,Q,,,2019.0,Escola Pública,Ametista,7.280371036414566,5.0,7.25,9.054621848739496,7.00002,8.125,5.624999999999999,7.222223333333334,-1.0,9.166666666666666,5.333333333333333,8.5,5.0,-1.0,1.25,0.0,,0,0.3591901431701194
RA-132,ALUNO-132,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.7,10.0,0.0,,,,0,0.0008088267227571396
RA-132,Aluno-132,2022,4,F,14.0,Menina,2019.0,Rede Decisão,Topázio,8.355,10.0,7.7,8.8,10.0,5.6,,8.458,0.0,6.5,7.5,6.5,10.0,0.0,-1.2000000000000002,0.0,0.0,1,0.732608790869559
RA-132,Aluno-132,2023,FASE 5,5F,15.0,Feminino,2019.0,Privada - Programa de Apadrinhamento,Ametista,7.350625,10.0,6.5,8.7,7.5,2.52,7.65625,7.715,0.0,6.3,6.5,8.333333333333334,10.0,0.0,1.833333333333334,0.0,0.0,0,0.302141207748352
RA-1320,ALUNO-1320,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,3.25,5.0,,,,,0,0.0008088267227571396
RA-1320,ALUNO-1320,2022,2.0,Q,,,2022.0,,Quartzo,5.711110666666666,5.0,3.25,8.083333333333332,6.83334,7.5,5.0,5.055550000000001,-1.0,6.0,0.5,8.25,5.0,-1.0,5.0,0.0,,0,0.30397552773143205
RA-1321,ALUNO-1321,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.083333333333334,5.0,,,,,0,0.0008088267227571396
